Topic,Characteristic,Note,Total
Family characteristics,    Living with non-relatives only,,8955
Household type,Total - Household type - 100% data,,110870
Household type,  One-census-family households without additional persons,,73100
Household type,    Couple-family households,,63595
Household type,      With children,6,41070
Household type,      Without children,,22525
Household type,    One-parent-family households,,9510
Household type,  Multigenerational households,8,10515
Household type,  Multiple-census-family households,9,1805
Household type,  One-census-family households with additional persons,9,5020
Household type,  Two-or-more-person non-census-family households ,,3130
Household type,  One-person households,,17295
Income of individuals in 2020,Total - Income statistics in 2020 for the population aged 15 years and over in private households - 100% data,10,283400
Income of individuals in 2020,  Number of total income recipients aged 15 years and over in private households in 2020 - 100% data,,269040
Income of individuals in 2020,    Median total income in 2020 among recipients ($),,36000
Income of individuals in 2020,  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 100% data,,269175
Income of individuals in 2020,    Median after-tax income in 2020 among recipients ($),,33200
Income of individuals in 2020,  Number of market income recipients aged 15 years and over in private households in 2020 - 100% data,,237885
Income of individuals in 2020,    Median market income in 2020 among recipients ($),,30000
Income of individuals in 2020,  Number of employment income recipients aged 15 years and over in private households in 2020 - 100% data,,187620
Income of individuals in 2020,    Median employment income in 2020 among recipients ($),,34800
Income of individuals in 2020,  Number of government transfers recipients aged 15 years and over in private households in 2020 - 100% data,,244775
Income of individuals in 2020,    Median government transfers in 2020 among recipients ($),,8400
Income of individuals in 2020,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 100% data,,21310
Income of individuals in 2020,    Median employment insurance benefits in 2020 among recipients ($),,5720
Income of individuals in 2020,  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 100% data,,92420
Income of individuals in 2020,    Median COVID-19 emergency and recovery benefits in 2020 among recipients ($),,10000
Income of individuals in 2020,Total - Income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data,11,283400
Income of individuals in 2020,  Number of total income recipients aged 15 years and over in private households in 2020 - 25% sample data,,268885
Income of individuals in 2020,    Average total income in 2020 among recipients ($),,53950
Income of individuals in 2020,  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data,,268990
Income of individuals in 2020,    Average after-tax income in 2020 among recipients ($),,44040
Income of individuals in 2020,  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data,,237725
Income of individuals in 2020,    Average market income in 2020 among recipients ($),,50280
Income of individuals in 2020,  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data,,187620
Income of individuals in 2020,    Average employment income in 2020 among recipients ($),,52200
Income of individuals in 2020,  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data,,244440
Income of individuals in 2020,    Average government transfers in 2020 among recipients ($),,10420
Income of individuals in 2020,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data,,21030
Income of individuals in 2020,    Average employment insurance benefits in 2020 among recipients ($),,6760
Income of individuals in 2020,  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data,,92260
Income of individuals in 2020,    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($),,10490
Income of individuals in 2020,Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data,12,283400
Income of individuals in 2020,  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data,13,86290
Income of individuals in 2020,    Median employment income in 2020 for full-year full-time workers in 2020 ($),14,70500
Income of individuals in 2020,    Average employment income in 2020 for full-year full-time workers in 2020 ($),15,86100
Income of individuals in 2020,  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data,16,71950
Income of individuals in 2020,    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($),,14200
Income of individuals in 2020,    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($),,25920
Income of individuals in 2020,Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data,17,100
Income of individuals in 2020,  Market income (%),18,82.4
Income of individuals in 2020,    Employment income (%),19,67.6
Income of individuals in 2020,  Government transfers (%),20,17.6
Income of individuals in 2020,    Employment insurance benefits (%),,1
Income of individuals in 2020,    COVID-19 - Government income support and benefits (%),,7.4
Income of individuals in 2020,      COVID-19 - Emergency and recovery benefits (%),,6.7
Income of individuals in 2020,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,21,283400
Income of individuals in 2020,  Without total income,,14360
Income of individuals in 2020,  With total income,,269045
Income of individuals in 2020,"    Under $10,000 (including loss)",,30700
Income of individuals in 2020,"    $10,000 to $19,999",,38660
Income of individuals in 2020,"    $20,000 to $29,999",,45690
Income of individuals in 2020,"    $30,000 to $39,999",,31390
Income of individuals in 2020,"    $40,000 to $49,999",,23745
Income of individuals in 2020,"    $50,000 to $59,999",,18920
Income of individuals in 2020,"    $60,000 to $69,999",,14745
Income of individuals in 2020,"    $70,000 to $79,999",,11970
Income of individuals in 2020,"    $80,000 to $89,999",,9940
Income of individuals in 2020,"    $90,000 to $99,999",,8715
Income of individuals in 2020,"    $100,000 and over",,34570
Income of individuals in 2020,"      $100,000 to $149,999",,22405
Income of individuals in 2020,"      $150,000 and over",,12170
Income of individuals in 2020,Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data,22,283400
Income of individuals in 2020,  Without after-tax income,,14230
Income of individuals in 2020,  With after-tax income,,269170
Income of individuals in 2020,"    Under $10,000 (including loss)",,31850
Income of individuals in 2020,"    $10,000 to $19,999",,40350
Income of individuals in 2020,"    $20,000 to $29,999",,50370
Income of individuals in 2020,"    $30,000 to $39,999",,34700
Income of individuals in 2020,"    $40,000 to $49,999",,26915
Income of individuals in 2020,"    $50,000 to $59,999",,20415
Income of individuals in 2020,"    $60,000 to $69,999",,15555
Income of individuals in 2020,"    $70,000 to $79,999",,12455
Income of individuals in 2020,"    $80,000 to $89,999",,10725
Income of individuals in 2020,"    $90,000 to $99,999",,7150
Income of individuals in 2020,"    $100,000 and over",,18685
Income of individuals in 2020,"      $100,000 to $124,999",,9390
Income of individuals in 2020,"      $125,000 and over",,9290
Income of individuals in 2020,Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data,19,283400
Income of individuals in 2020,  Without employment income,,95785
Income of individuals in 2020,  With employment income,,187620
Income of individuals in 2020,"    Under $5,000 (including loss)",,30730
Income of individuals in 2020,"    $5,000 to $9,999",,20600
Income of individuals in 2020,"    $10,000 to $19,999",,21365
Income of individuals in 2020,"    $20,000 to $29,999",,14285
Income of individuals in 2020,"    $30,000 to $39,999",,14060
Income of individuals in 2020,"    $40,000 to $49,999",,13040
Income of individuals in 2020,"    $50,000 to $59,999",,12230
Income of individuals in 2020,"    $60,000 to $69,999",,10280
Income of individuals in 2020,"    $70,000 to $79,999",,8745
Income of individuals in 2020,"    $80,000 to $89,999",,7545
Income of individuals in 2020,"    $90,000 to $99,999",,7460
Income of individuals in 2020,"    $100,000 and over",,27280
Income of individuals in 2020,"      $100,000 to $124,999",,12005
Income of individuals in 2020,"      $125,000 and over",,15280
Income of individuals in 2019,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,23,283400
Income of individuals in 2019,  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data,,261695
Income of individuals in 2019,    Median total income in 2019 among recipients ($),,33600
Income of individuals in 2019,  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data,,261755
Income of individuals in 2019,    Median after-tax income in 2019 among recipients ($),,31200
Income of individuals in 2019,  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data,,234105
Income of individuals in 2019,    Median market income in 2019 among recipients ($),,33200
Income of individuals in 2019,  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data,,188365
Income of individuals in 2019,    Median employment income in 2019 among recipients ($),,36400
Income of individuals in 2019,  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data,,230725
Income of individuals in 2019,    Median government transfers in 2019 among recipients ($),,1520
Income of individuals in 2019,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data,,12175
Income of individuals in 2019,    Median employment insurance benefits in 2019 among recipients ($),,6160
Income of individuals in 2019,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 25% sample data,24,283400
Income of individuals in 2019,  Number of total income recipients aged 15 years and over in private households in 2019 - 25% sample data,,261700
Income of individuals in 2019,    Average total income in 2019 among recipients ($),,50880
Income of individuals in 2019,  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 25% sample data,,261735
Income of individuals in 2019,    Average after-tax income in 2019 among recipients ($),,41760
Income of individuals in 2019,  Number of market income recipients aged 15 years and over in private households in 2019 - 25% sample data,,233800
Income of individuals in 2019,    Average market income in 2019 among recipients ($),,51120
Income of individuals in 2019,  Number of employment income recipients aged 15 years and over in private households in 2019 - 25% sample data,,187660
Income of individuals in 2019,    Average employment income in 2019 among recipients ($),,52550
Income of individuals in 2019,  Number of government transfers recipients aged 15 years and over in private households in 2019 - 25% sample data,,230685
Income of individuals in 2019,    Average government transfers in 2019 among recipients ($),,5895
Income of individuals in 2019,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 - 25% sample data,,11975
Income of individuals in 2019,    Average employment insurance benefits in 2019 among recipients ($),,7930
Income of individuals in 2019,Total - Employment income statistics in 2019 for the population aged 15 years and over in private households - 25% sample data,25,283400
Income of individuals in 2019,  Number of employment income recipients in 2019 who worked full-year full-time in 2020 - 25% sample data,13,85405
Income of individuals in 2019,    Median employment income in 2019 for full-year full-time workers in 2020 ($),14,65000
Income of individuals in 2019,    Average employment income in 2019 for full-year full-time workers in 2020 ($),15,80100
Income of individuals in 2019,  Number of employment income recipients in 2019 who worked part-year or part-time in 2020 - 25% sample data,16,66905
Income of individuals in 2019,    Median employment income in 2019 of those who worked part-year or part-time in 2020 ($),,22000
Income of individuals in 2019,    Average employment income in 2019 of those who worked part-year or part-time in 2020 ($),,33480
Income of individuals in 2019,Composition of total income in 2019 of the population aged 15 years and over in private households (%) - 25% sample data,,100
Income of individuals in 2019,  Market income (%),,89.8
Income of individuals in 2019,    Employment income (%),,74
Income of individuals in 2019,  Government transfers (%),,10.2
Income of individuals in 2019,    Employment insurance benefits (%),,0.7
Income of households in 2020,Total - Income statistics for private households - 100% data,26,110870
Income of households in 2020,  Median total income of household in 2020 ($),,104000
Income of households in 2020,  Median after-tax income of household in 2020 ($),,92000
Income of households in 2020,    Total - Income statistics for one-person private households - 100% data,,17295
Income of households in 2020,      Median total income of one-person households in 2020 ($),,45600
Income of households in 2020,      Median after-tax income of one-person households in 2020 ($),,40800
Income of households in 2020,    Total - Income statistics for two-or-more-persons private households - 100% data,,93570
Income of households in 2020,      Median total income of two-or-more-person households in 2020 ($),,118000
Income of households in 2020,      Median after-tax income of two-or-more-person households in 2020 ($),,103000
Income of households in 2020,Total - Income statistics for private households - 25% sample data,27,110865
Income of households in 2020,  Average total income of household in 2020 ($),,130800
Income of households in 2020,  Average after-tax income of household in 2020 ($),,106800
Income of households in 2020,    Total - Income statistics for one-person private households - 25% sample data,,17290
Income of households in 2020,      Average total income of one-person households in 2020 ($),,60600
Income of households in 2020,      Average after-tax income of one-person households in 2020 ($),,48360
Income of households in 2020,    Total - Income statistics for two-or-more-persons private households - 25% sample data,,93575
Income of households in 2020,      Average total income of two-or-more-person households in 2020 ($),,143800
Income of households in 2020,      Average after-tax income of two-or-more-person households in 2020 ($),,117600
Income of households in 2020,Total - Household total income groups in 2020 for private households - 100% data,21,110870
Income of households in 2020,"  Under $5,000",,1770
Income of households in 2020,"  $5,000 to $9,999",,755
Income of households in 2020,"  $10,000 to $14,999",,900
Income of households in 2020,"  $15,000 to $19,999",,1390
Income of households in 2020,"  $20,000 to $24,999",,2770
Income of households in 2020,"  $25,000 to $29,999",,2430
Income of households in 2020,"  $30,000 to $34,999",,3020
Income of households in 2020,"  $35,000 to $39,999",,3135
Income of households in 2020,"  $40,000 to $44,999",,2855
Income of households in 2020,"  $45,000 to $49,999",,2960
Income of households in 2020,"  $50,000 to $59,999",,6285
Income of households in 2020,"  $60,000 to $69,999",,6405
Income of households in 2020,"  $70,000 to $79,999",,6295
Income of households in 2020,"  $80,000 to $89,999",,6220
Income of households in 2020,"  $90,000 to $99,999",,5885
Income of households in 2020,"  $100,000 and over",,57780
Income of households in 2020,"    $100,000 to $124,999",,12925
Income of households in 2020,"    $125,000 to $149,999",,10800
Income of households in 2020,"    $150,000 to $199,999",,15075
Income of households in 2020,"    $200,000 and over",,18975
Income of households in 2020,Total - Household after-tax income groups in 2020 for private households - 100% data,22,110870
Income of households in 2020,"  Under $5,000",,2045
Income of households in 2020,"  $5,000 to $9,999",,760
Income of households in 2020,"  $10,000 to $14,999",,965
Income of households in 2020,"  $15,000 to $19,999",,1485
Income of households in 2020,"  $20,000 to $24,999",,2995
Income of households in 2020,"  $25,000 to $29,999",,2570
Income of households in 2020,"  $30,000 to $34,999",,3340
Income of households in 2020,"  $35,000 to $39,999",,3425
Income of households in 2020,"  $40,000 to $44,999",,3375
Income of households in 2020,"  $45,000 to $49,999",,3465
Income of households in 2020,"  $50,000 to $59,999",,7430
Income of households in 2020,"  $60,000 to $69,999",,7600
Income of households in 2020,"  $70,000 to $79,999",,7620
Income of households in 2020,"  $80,000 to $89,999",,7245
Income of households in 2020,"  $90,000 to $99,999",,6595
Income of households in 2020,"  $100,000 and over",,49940
Income of households in 2020,"    $100,000 to $124,999",,14540
Income of households in 2020,"    $125,000 to $149,999",,11225
Income of households in 2020,"    $150,000 and over",,24175
Income of economic families in 2020,Total - Income statistics for economic families in private households - 100% data,28,92340
Income of economic families in 2020,  Median total income of economic family in 2020 ($),,116000
Income of economic families in 2020,  Median after-tax income of economic family in 2020 ($),,101000
Income of economic families in 2020,  Average family size of economic families,,3.4
Income of economic families in 2020,Total - Income statistics for couple-only economic families in private households - 100% data,,23615
Income of economic families in 2020,  Median total income of couple-only economic families in 2020 ($),,88000
Income of economic families in 2020,  Median after-tax income of couple-only economic families in 2020 ($),,77500
Income of economic families in 2020,  Average family size of couple-only economic families,,2
Income of economic families in 2020,Total - Income statistics for couple-with-children economic families in private households - 100% data,,53040
Income of economic families in 2020,  Median total income of couple-with-children economic families  in 2020 ($),,140000
Income of economic families in 2020,  Median after-tax income of couple-with-children economic families in 2020 ($),,122000
Income of economic families in 2020,  Average family size of couple-with-children economic families,,4.1
Income of economic families in 2020,Total - Income statistics for one-parent economic families in private households - 100% data,,12230
Income of economic families in 2020,  Median total income of one-parent economic families in 2020 ($),,77000
Income of economic families in 2020,  Median after-tax income of one-parent economic families in 2020 ($),,70500
Income of economic families in 2020,  Average family size of one-parent economic families,,2.7
Income of economic families in 2020,Total - Income statistics for persons aged 15 years and over not in economic families in private households - 100% data,29,26250
Income of economic families in 2020,  Median total income in 2020 ($),30,36800
Income of economic families in 2020,  Median after-tax income in 2020 ($),30,33600
Income of economic families in 2020,Total - Income statistics for economic families in private households - 25% sample data,31,92310
Income of economic families in 2020,  Average total income of economic family in 2020 ($),,142000
Income of economic families in 2020,  Average after-tax income of economic family in 2020 ($),,116200
Income of economic families in 2020,Total - Income statistics for couple-only economic families in private households - 25% sample data,,23570
Income of economic families in 2020,  Average total income of couple-only economic families in 2020 ($),,119000
Income of economic families in 2020,  Average after-tax income of couple-only economic families in 2020 ($),,95400
Income of economic families in 2020,Total - Income statistics for couple-with-children economic families in private households - 25% sample data,,53060
Income of economic families in 2020,  Average total income of couple-with-children economic families in 2020 ($),,164000
Income of economic families in 2020,  Average after-tax income of couple-with-children economic families in 2020 ($),,134000
Income of economic families in 2020,Total - Income statistics for one-parent economic families in private households - 25% sample data,,12220
Income of economic families in 2020,  Average total income of one-parent economic families in 2020 ($),,92200
Income of economic families in 2020,  Average after-tax income of one-parent economic families in 2020 ($),,79100
Income of economic families in 2020,Total - Income statistics for persons aged 15 years and over not in economic families in private households - 25% sample data,32,26185
Income of economic families in 2020,  Average total income in 2020 ($),30,52950
Income of economic families in 2020,  Average after-tax income in 2020 ($),30,42880
Low income and income inequality in 2020,Total - LIM low-income status in 2020 for the population in private households - 100% data,33,337250
Low income and income inequality in 2020,  0 to 17 years,,66330
Low income and income inequality in 2020,    0 to 5 years,,17630
Low income and income inequality in 2020,  18 to 64 years,,209935
Low income and income inequality in 2020,  65 years and over,,60985
Low income and income inequality in 2020,"In low income based on the Low-income measure, after tax (LIM-AT)",,36445
Low income and income inequality in 2020,  0 to 17 years,,7885
Low income and income inequality in 2020,    0 to 5 years,,2225
Low income and income inequality in 2020,  18 to 64 years,,19950
Low income and income inequality in 2020,  65 years and over,,8605
Low income and income inequality in 2020,"Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",,10.8
Low income and income inequality in 2020,  0 to 17 years (%),,11.9
Low income and income inequality in 2020,    0 to 5 years (%),,12.6
Low income and income inequality in 2020,  18 to 64 years (%),,9.5
Low income and income inequality in 2020,  65 years and over (%),,14.1
Low income and income inequality in 2020,Total - LICO low-income status in 2020 for the population in private households to whom the low-income concept is applicable - 100% data,33,337255
Low income and income inequality in 2020,  0 to 17 years,,66330
Low income and income inequality in 2020,    0 to 5 years,,17625
Low income and income inequality in 2020,  18 to 64 years,,209930
Low income and income inequality in 2020,  65 years and over,,60985
Low income and income inequality in 2020,"In low income based on the Low-income cut-offs, after tax (LICO-AT)",,22100
Low income and income inequality in 2020,  0 to 17 years,,4680
Low income and income inequality in 2020,    0 to 5 years,,1190
Low income and income inequality in 2020,  18 to 64 years,,14270
Low income and income inequality in 2020,  65 years and over,,3145
Low income and income inequality in 2020,"Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",,6.6
Low income and income inequality in 2020,  0 to 17 years (%),,7.1
Low income and income inequality in 2020,    0 to 5 years (%),,6.8
Low income and income inequality in 2020,  18 to 64 years (%),,6.8
Low income and income inequality in 2020,  65 years and over (%),,5.2
Low income and income inequality in 2020,Total - Adjusted after-tax economic family income decile group for the population in private households - 100% data,34,337250
Low income and income inequality in 2020,  In bottom half of the distribution,,150735
Low income and income inequality in 2020,    In bottom decile,,32745
Low income and income inequality in 2020,    In second decile,,30905
Low income and income inequality in 2020,    In third decile,,29360
Low income and income inequality in 2020,    In fourth decile,,28840
Low income and income inequality in 2020,    In fifth decile,,28885
Low income and income inequality in 2020,  In top half of the distribution,,186520
Low income and income inequality in 2020,    In sixth decile,,29685
Low income and income inequality in 2020,    In seventh decile,,32235
Low income and income inequality in 2020,    In eighth decile,,36015
Low income and income inequality in 2020,    In ninth decile,,41295
Low income and income inequality in 2020,    In top decile,,47295
Low income and income inequality in 2020,Total - Inequality measures for the population in private households - 100% data,35,337255
Low income and income inequality in 2020,  Gini index on adjusted household total income,,0.359
Low income and income inequality in 2020,  Gini index on adjusted household market income,,0.475
Low income and income inequality in 2020,  Gini index on adjusted household after-tax income,,0.312
Low income and income inequality in 2020,  P90/P10 ratio on adjusted household after-tax income,,4.2
Knowledge of official languages,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,36,337485
Knowledge of official languages,  English only,,284630
Knowledge of official languages,  French only,,130
Knowledge of official languages,  English and French,,18325
Knowledge of official languages,  Neither English nor French,,34405
First official language spoken,Total - First official language spoken for the total population excluding institutional residents - 100% data,37,337485
First official language spoken,  English,,299050
First official language spoken,  French,,1875
First official language spoken,  English and French,,2575
First official language spoken,  Neither English nor French,,33990
Mother tongue,Total - Mother tongue for the total population excluding institutional residents - 100% data,38,337485
Mother tongue,  Single responses,,313790
Mother tongue,    Official languages,,114475
Mother tongue,      English,,112830
Mother tongue,      French,,1640
Mother tongue,    Non-official languages,,199315
Mother tongue,      Indigenous languages,39,0
Mother tongue,        Algonquian languages,,0
Mother tongue,          Blackfoot,,0
Mother tongue,          Cree-Innu languages,,0
Mother tongue,            Atikamekw,,0
Mother tongue,            Cree languages,,0
Mother tongue,              Ililimowin (Moose Cree),,0
Mother tongue,              Inu Ayimun (Southern East Cree),,0
Mother tongue,              Iyiyiw-Ayimiwin (Northern East Cree),,0
Mother tongue,              Nehinawewin (Swampy Cree),,0
Mother tongue,              Nehiyawewin (Plains Cree),,0
Mother tongue,              Nihithawiwin (Woods Cree),,0
Mother tongue,"              Cree, n.o.s.",,0
Mother tongue,            Innu (Montagnais),,0
Mother tongue,            Naskapi,,0
Mother tongue,          Eastern Algonquian languages,,0
Mother tongue,            Mi'kmaq,,0
Mother tongue,            Wolastoqewi (Malecite),,0
Mother tongue,          Ojibway-Potawatomi languages,,0
Mother tongue,            Anicinabemowin (Algonquin),,0
Mother tongue,            Oji-Cree,,0
Mother tongue,            Ojibway languages,,0
Mother tongue,              Anishinaabemowin (Chippewa),,0
Mother tongue,              Daawaamwin (Odawa),,0
Mother tongue,              Saulteau (Western Ojibway),,0
Mother tongue,"              Ojibway, n.o.s.",,0
Mother tongue,"          Algonquian languages, n.i.e.",,0
Mother tongue,        Athabaskan languages,,0
Mother tongue,          Northern Athabaskan languages,,0
Mother tongue,            Dakelh (Carrier),,0
Mother tongue,            Dane-zaa (Beaver),,0
Mother tongue,"            Dene, n.o.s.",,0
Mother tongue,            Gwich'in,,0
Mother tongue,            Slavey-Hare languages,,0
Mother tongue,              Deh Gah Ghotie Zhatie (South Slavey),,0
Mother tongue,              Satuotine Yati (North Slavey),,0
Mother tongue,"              Slavey, n.o.s.",,0
Mother tongue,            Tahltan languages,,0
Mother tongue,              Kaska (Nahani),,0
Mother tongue,              Tahltan,,0
Mother tongue,            Tlicho (Dogrib),,0
Mother tongue,            Tse'khene (Sekani),,0
Mother tongue,            Tsilhqot'in (Chilcotin),,0
Mother tongue,            Tsuu T'ina (Sarsi),,0
Mother tongue,            Tutchone languages,,0
Mother tongue,              Northern Tutchone,,0
Mother tongue,              Southern Tutchone,,0
Mother tongue,"              Tutchone, n.o.s.",,0
Mother tongue,            Wetsuwet'en-Babine,,0
Mother tongue,          Tlingit,,0
Mother tongue,"          Athabaskan languages, n.i.e.",,0
Mother tongue,        Haida,,0
Mother tongue,        Inuktut (Inuit) languages,,0
Mother tongue,          Inuinnaqtun (Inuvialuktun),,0
Mother tongue,            Inuinnaqtun,,0
Mother tongue,            Inuvialuktun,,0
Mother tongue,          Inuktitut,,0
Mother tongue,"          Inuktut (Inuit) languages, n.i.e.",,0
Mother tongue,        Iroquoian languages,,0
Mother tongue,          Cayuga,,0
Mother tongue,          Mohawk,,0
Mother tongue,          Oneida,,0
Mother tongue,"          Iroquoian languages, n.i.e.",,0
Mother tongue,        Ktunaxa (Kutenai),,0
Mother tongue,        Michif,,0
Mother tongue,        Salish languages,,0
Mother tongue,          Halkomelem,,0
Mother tongue,          Lillooet,,0
Mother tongue,          Ntlakapamux (Thompson),,0
Mother tongue,          Secwepemctsin (Shuswap),,0
Mother tongue,          Squamish,,0
Mother tongue,          Straits,,0
Mother tongue,          Syilx (Okanagan),,0
Mother tongue,"          Salish languages, n.i.e.",,0
Mother tongue,        Siouan languages,,0
Mother tongue,          Assiniboine,,0
Mother tongue,          Dakota,,0
Mother tongue,          Stoney,,0
Mother tongue,"          Siouan languages, n.i.e.",,0
Mother tongue,        Tsimshian languages,,0
Mother tongue,          Gitxsan (Gitksan),,0
Mother tongue,          Nisga'a,,0
Mother tongue,          Tsimshian,,0
Mother tongue,        Wakashan languages,,0
Mother tongue,          Haisla,,0
Mother tongue,          Heiltsuk,,0
Mother tongue,          Kwak'wala (Kwakiutl),,0
Mother tongue,          Nuu-chah-nulth (Nootka),,0
Mother tongue,"          Wakashan languages, n.i.e.",,0
Mother tongue,"        Indigenous languages, n.i.e.",,0
Mother tongue,"        Indigenous languages, n.o.s.",,0
