Topic,Characteristic,Note,Total
Household type,  Multiple-census-family households,9,460
Household type,  One-census-family households with additional persons,9,1595
Household type,  Two-or-more-person non-census-family households ,,1015
Household type,  One-person households,,8010
Income of individuals in 2020,Total - Income statistics in 2020 for the population aged 15 years and over in private households - 100% data,10,110265
Income of individuals in 2020,  Number of total income recipients aged 15 years and over in private households in 2020 - 100% data,,105005
Income of individuals in 2020,    Median total income in 2020 among recipients ($),,48000
Income of individuals in 2020,  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 100% data,,105075
Income of individuals in 2020,    Median after-tax income in 2020 among recipients ($),,42800
Income of individuals in 2020,  Number of market income recipients aged 15 years and over in private households in 2020 - 100% data,,95610
Income of individuals in 2020,    Median market income in 2020 among recipients ($),,44000
Income of individuals in 2020,  Number of employment income recipients aged 15 years and over in private households in 2020 - 100% data,,80700
Income of individuals in 2020,    Median employment income in 2020 among recipients ($),,46800
Income of individuals in 2020,  Number of government transfers recipients aged 15 years and over in private households in 2020 - 100% data,,92985
Income of individuals in 2020,    Median government transfers in 2020 among recipients ($),,7300
Income of individuals in 2020,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 100% data,,9185
Income of individuals in 2020,    Median employment insurance benefits in 2020 among recipients ($),,6000
Income of individuals in 2020,  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 100% data,,30160
Income of individuals in 2020,    Median COVID-19 emergency and recovery benefits in 2020 among recipients ($),,8000
Income of individuals in 2020,Total - Income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data,11,110265
Income of individuals in 2020,  Number of total income recipients aged 15 years and over in private households in 2020 - 25% sample data,,104980
Income of individuals in 2020,    Average total income in 2020 among recipients ($),,63000
Income of individuals in 2020,  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data,,105045
Income of individuals in 2020,    Average after-tax income in 2020 among recipients ($),,51160
Income of individuals in 2020,  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data,,95670
Income of individuals in 2020,    Average market income in 2020 among recipients ($),,59600
Income of individuals in 2020,  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data,,80700
Income of individuals in 2020,    Average employment income in 2020 among recipients ($),,59700
Income of individuals in 2020,  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data,,93125
Income of individuals in 2020,    Average government transfers in 2020 among recipients ($),,9840
Income of individuals in 2020,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data,,9525
Income of individuals in 2020,    Average employment insurance benefits in 2020 among recipients ($),,7090
Income of individuals in 2020,  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data,,30010
Income of individuals in 2020,    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($),,9340
Income of individuals in 2020,Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data,12,110265
Income of individuals in 2020,  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data,13,41580
Income of individuals in 2020,    Median employment income in 2020 for full-year full-time workers in 2020 ($),14,80000
Income of individuals in 2020,    Average employment income in 2020 for full-year full-time workers in 2020 ($),15,91400
Income of individuals in 2020,  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data,16,28510
Income of individuals in 2020,    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($),,16800
Income of individuals in 2020,    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($),,29400
Income of individuals in 2020,Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data,17,100
Income of individuals in 2020,  Market income (%),18,86.2
Income of individuals in 2020,    Employment income (%),19,72.8
Income of individuals in 2020,  Government transfers (%),20,13.8
Income of individuals in 2020,    Employment insurance benefits (%),,1
Income of individuals in 2020,    COVID-19 - Government income support and benefits (%),,4.8
Income of individuals in 2020,      COVID-19 - Emergency and recovery benefits (%),,4.2
Income of individuals in 2020,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,21,110265
Income of individuals in 2020,  Without total income,,5260
Income of individuals in 2020,  With total income,,105005
Income of individuals in 2020,"    Under $10,000 (including loss)",,9340
Income of individuals in 2020,"    $10,000 to $19,999",,11230
Income of individuals in 2020,"    $20,000 to $29,999",,13785
Income of individuals in 2020,"    $30,000 to $39,999",,10680
Income of individuals in 2020,"    $40,000 to $49,999",,9445
Income of individuals in 2020,"    $50,000 to $59,999",,8390
Income of individuals in 2020,"    $60,000 to $69,999",,7280
Income of individuals in 2020,"    $70,000 to $79,999",,6265
Income of individuals in 2020,"    $80,000 to $89,999",,5245
Income of individuals in 2020,"    $90,000 to $99,999",,4855
Income of individuals in 2020,"    $100,000 and over",,18485
Income of individuals in 2020,"      $100,000 to $149,999",,12600
Income of individuals in 2020,"      $150,000 and over",,5885
Income of individuals in 2020,Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data,22,110265
Income of individuals in 2020,  Without after-tax income,,5195
Income of individuals in 2020,  With after-tax income,,105070
Income of individuals in 2020,"    Under $10,000 (including loss)",,9810
Income of individuals in 2020,"    $10,000 to $19,999",,11765
Income of individuals in 2020,"    $20,000 to $29,999",,15510
Income of individuals in 2020,"    $30,000 to $39,999",,12435
Income of individuals in 2020,"    $40,000 to $49,999",,11385
Income of individuals in 2020,"    $50,000 to $59,999",,10015
Income of individuals in 2020,"    $60,000 to $69,999",,7930
Income of individuals in 2020,"    $70,000 to $79,999",,6840
Income of individuals in 2020,"    $80,000 to $89,999",,6200
Income of individuals in 2020,"    $90,000 to $99,999",,3900
Income of individuals in 2020,"    $100,000 and over",,9280
Income of individuals in 2020,"      $100,000 to $124,999",,5000
Income of individuals in 2020,"      $125,000 and over",,4285
Income of individuals in 2020,Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data,19,110265
Income of individuals in 2020,  Without employment income,,29565
Income of individuals in 2020,  With employment income,,80695
Income of individuals in 2020,"    Under $5,000 (including loss)",,12060
Income of individuals in 2020,"    $5,000 to $9,999",,6125
Income of individuals in 2020,"    $10,000 to $19,999",,8025
Income of individuals in 2020,"    $20,000 to $29,999",,5465
Income of individuals in 2020,"    $30,000 to $39,999",,5020
Income of individuals in 2020,"    $40,000 to $49,999",,5480
Income of individuals in 2020,"    $50,000 to $59,999",,5285
Income of individuals in 2020,"    $60,000 to $69,999",,5050
Income of individuals in 2020,"    $70,000 to $79,999",,4520
Income of individuals in 2020,"    $80,000 to $89,999",,4115
Income of individuals in 2020,"    $90,000 to $99,999",,4505
Income of individuals in 2020,"    $100,000 and over",,15025
Income of individuals in 2020,"      $100,000 to $124,999",,6905
Income of individuals in 2020,"      $125,000 and over",,8115
Income of individuals in 2019,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,23,110265
Income of individuals in 2019,  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data,,102500
Income of individuals in 2019,    Median total income in 2019 among recipients ($),,46800
Income of individuals in 2019,  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data,,102550
Income of individuals in 2019,    Median after-tax income in 2019 among recipients ($),,41600
Income of individuals in 2019,  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data,,94225
Income of individuals in 2019,    Median market income in 2019 among recipients ($),,45600
Income of individuals in 2019,  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data,,80790
Income of individuals in 2019,    Median employment income in 2019 among recipients ($),,47600
Income of individuals in 2019,  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data,,86805
Income of individuals in 2019,    Median government transfers in 2019 among recipients ($),,1660
Income of individuals in 2019,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data,,6510
Income of individuals in 2019,    Median employment insurance benefits in 2019 among recipients ($),,6040
Income of individuals in 2019,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 25% sample data,24,110265
Income of individuals in 2019,  Number of total income recipients aged 15 years and over in private households in 2019 - 25% sample data,,102570
Income of individuals in 2019,    Average total income in 2019 among recipients ($),,60350
Income of individuals in 2019,  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 25% sample data,,102630
Income of individuals in 2019,    Average after-tax income in 2019 among recipients ($),,48880
Income of individuals in 2019,  Number of market income recipients aged 15 years and over in private households in 2019 - 25% sample data,,94510
Income of individuals in 2019,    Average market income in 2019 among recipients ($),,59600
Income of individuals in 2019,  Number of employment income recipients aged 15 years and over in private households in 2019 - 25% sample data,,81070
Income of individuals in 2019,    Average employment income in 2019 among recipients ($),,59650
Income of individuals in 2019,  Number of government transfers recipients aged 15 years and over in private households in 2019 - 25% sample data,,86655
Income of individuals in 2019,    Average government transfers in 2019 among recipients ($),,6450
Income of individuals in 2019,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 - 25% sample data,,6525
Income of individuals in 2019,    Average employment insurance benefits in 2019 among recipients ($),,7940
Income of individuals in 2019,Total - Employment income statistics in 2019 for the population aged 15 years and over in private households - 25% sample data,25,110265
Income of individuals in 2019,  Number of employment income recipients in 2019 who worked full-year full-time in 2020 - 25% sample data,13,41315
Income of individuals in 2019,    Median employment income in 2019 for full-year full-time workers in 2020 ($),14,76000
Income of individuals in 2019,    Average employment income in 2019 for full-year full-time workers in 2020 ($),15,86800
Income of individuals in 2019,  Number of employment income recipients in 2019 who worked part-year or part-time in 2020 - 25% sample data,16,26900
Income of individuals in 2019,    Median employment income in 2019 of those who worked part-year or part-time in 2020 ($),,23000
Income of individuals in 2019,    Average employment income in 2019 of those who worked part-year or part-time in 2020 ($),,35640
Income of individuals in 2019,Composition of total income in 2019 of the population aged 15 years and over in private households (%) - 25% sample data,,100
Income of individuals in 2019,  Market income (%),,91
Income of individuals in 2019,    Employment income (%),,78
Income of individuals in 2019,  Government transfers (%),,9
Income of individuals in 2019,    Employment insurance benefits (%),,0.8
Income of households in 2020,Total - Income statistics for private households - 100% data,26,46460
Income of households in 2020,  Median total income of household in 2020 ($),,123000
Income of households in 2020,  Median after-tax income of household in 2020 ($),,104000
Income of households in 2020,    Total - Income statistics for one-person private households - 100% data,,8010
Income of households in 2020,      Median total income of one-person households in 2020 ($),,50400
Income of households in 2020,      Median after-tax income of one-person households in 2020 ($),,44400
Income of households in 2020,    Total - Income statistics for two-or-more-persons private households - 100% data,,38450
Income of households in 2020,      Median total income of two-or-more-person households in 2020 ($),,138000
Income of households in 2020,      Median after-tax income of two-or-more-person households in 2020 ($),,117000
Income of households in 2020,Total - Income statistics for private households - 25% sample data,27,46460
Income of households in 2020,  Average total income of household in 2020 ($),,142400
Income of households in 2020,  Average after-tax income of household in 2020 ($),,115700
Income of households in 2020,    Total - Income statistics for one-person private households - 25% sample data,,7990
Income of households in 2020,      Average total income of one-person households in 2020 ($),,61350
Income of households in 2020,      Average after-tax income of one-person households in 2020 ($),,50640
Income of households in 2020,    Total - Income statistics for two-or-more-persons private households - 25% sample data,,38470
Income of households in 2020,      Average total income of two-or-more-person households in 2020 ($),,159200
Income of households in 2020,      Average after-tax income of two-or-more-person households in 2020 ($),,129200
Income of households in 2020,Total - Household total income groups in 2020 for private households - 100% data,21,46460
Income of households in 2020,"  Under $5,000",,225
Income of households in 2020,"  $5,000 to $9,999",,115
Income of households in 2020,"  $10,000 to $14,999",,305
Income of households in 2020,"  $15,000 to $19,999",,425
Income of households in 2020,"  $20,000 to $24,999",,885
Income of households in 2020,"  $25,000 to $29,999",,845
Income of households in 2020,"  $30,000 to $34,999",,780
Income of households in 2020,"  $35,000 to $39,999",,840
Income of households in 2020,"  $40,000 to $44,999",,1025
Income of households in 2020,"  $45,000 to $49,999",,1005
Income of households in 2020,"  $50,000 to $59,999",,2175
Income of households in 2020,"  $60,000 to $69,999",,2280
Income of households in 2020,"  $70,000 to $79,999",,2375
Income of households in 2020,"  $80,000 to $89,999",,2300
Income of households in 2020,"  $90,000 to $99,999",,2420
Income of households in 2020,"  $100,000 and over",,28465
Income of households in 2020,"    $100,000 to $124,999",,5800
Income of households in 2020,"    $125,000 to $149,999",,5290
Income of households in 2020,"    $150,000 to $199,999",,8065
Income of households in 2020,"    $200,000 and over",,9310
Income of households in 2020,Total - Household after-tax income groups in 2020 for private households - 100% data,22,46460
Income of households in 2020,"  Under $5,000",,265
Income of households in 2020,"  $5,000 to $9,999",,120
Income of households in 2020,"  $10,000 to $14,999",,325
Income of households in 2020,"  $15,000 to $19,999",,455
Income of households in 2020,"  $20,000 to $24,999",,925
Income of households in 2020,"  $25,000 to $29,999",,960
Income of households in 2020,"  $30,000 to $34,999",,890
Income of households in 2020,"  $35,000 to $39,999",,1090
Income of households in 2020,"  $40,000 to $44,999",,1160
Income of households in 2020,"  $45,000 to $49,999",,1250
Income of households in 2020,"  $50,000 to $59,999",,2715
Income of households in 2020,"  $60,000 to $69,999",,2795
Income of households in 2020,"  $70,000 to $79,999",,2920
Income of households in 2020,"  $80,000 to $89,999",,3095
Income of households in 2020,"  $90,000 to $99,999",,2975
Income of households in 2020,"  $100,000 and over",,24515
Income of households in 2020,"    $100,000 to $124,999",,7055
Income of households in 2020,"    $125,000 to $149,999",,5750
Income of households in 2020,"    $150,000 and over",,11720
Income of economic families in 2020,Total - Income statistics for economic families in private households - 100% data,28,37840
Income of economic families in 2020,  Median total income of economic family in 2020 ($),,138000
Income of economic families in 2020,  Median after-tax income of economic family in 2020 ($),,116000
Income of economic families in 2020,  Average family size of economic families,,3.3
Income of economic families in 2020,Total - Income statistics for couple-only economic families in private households - 100% data,,9750
Income of economic families in 2020,  Median total income of couple-only economic families in 2020 ($),,111000
Income of economic families in 2020,  Median after-tax income of couple-only economic families in 2020 ($),,94000
Income of economic families in 2020,  Average family size of couple-only economic families,,2
Income of economic families in 2020,Total - Income statistics for couple-with-children economic families in private households - 100% data,,21440
Income of economic families in 2020,  Median total income of couple-with-children economic families  in 2020 ($),,164000
Income of economic families in 2020,  Median after-tax income of couple-with-children economic families in 2020 ($),,137000
Income of economic families in 2020,  Average family size of couple-with-children economic families,,4.1
Income of economic families in 2020,Total - Income statistics for one-parent economic families in private households - 100% data,,5665
Income of economic families in 2020,  Median total income of one-parent economic families in 2020 ($),,89000
Income of economic families in 2020,  Median after-tax income of one-parent economic families in 2020 ($),,80000
Income of economic families in 2020,  Average family size of one-parent economic families,,2.8
Income of economic families in 2020,Total - Income statistics for persons aged 15 years and over not in economic families in private households - 100% data,29,10635
Income of economic families in 2020,  Median total income in 2020 ($),30,46400
Income of economic families in 2020,  Median after-tax income in 2020 ($),30,41600
Income of economic families in 2020,Total - Income statistics for economic families in private households - 25% sample data,31,37845
Income of economic families in 2020,  Average total income of economic family in 2020 ($),,158800
Income of economic families in 2020,  Average after-tax income of economic family in 2020 ($),,128600
Income of economic families in 2020,Total - Income statistics for couple-only economic families in private households - 25% sample data,,9760
Income of economic families in 2020,  Average total income of couple-only economic families in 2020 ($),,136000
Income of economic families in 2020,  Average after-tax income of couple-only economic families in 2020 ($),,108700
Income of economic families in 2020,Total - Income statistics for couple-with-children economic families in private households - 25% sample data,,21440
Income of economic families in 2020,  Average total income of couple-with-children economic families in 2020 ($),,184800
Income of economic families in 2020,  Average after-tax income of couple-with-children economic families in 2020 ($),,149000
Income of economic families in 2020,Total - Income statistics for one-parent economic families in private households - 25% sample data,,5605
Income of economic families in 2020,  Average total income of one-parent economic families in 2020 ($),,101200
Income of economic families in 2020,  Average after-tax income of one-parent economic families in 2020 ($),,86700
Income of economic families in 2020,Total - Income statistics for persons aged 15 years and over not in economic families in private households - 25% sample data,32,10635
Income of economic families in 2020,  Average total income in 2020 ($),30,57050
Income of economic families in 2020,  Average after-tax income in 2020 ($),30,47560
Low income and income inequality in 2020,Total - LIM low-income status in 2020 for the population in private households - 100% data,33,136665
Low income and income inequality in 2020,  0 to 17 years,,32365
Low income and income inequality in 2020,    0 to 5 years,,9065
Low income and income inequality in 2020,  18 to 64 years,,85220
Low income and income inequality in 2020,  65 years and over,,19080
Low income and income inequality in 2020,"In low income based on the Low-income measure, after tax (LIM-AT)",,7365
Low income and income inequality in 2020,  0 to 17 years,,2005
Low income and income inequality in 2020,    0 to 5 years,,575
Low income and income inequality in 2020,  18 to 64 years,,3910
Low income and income inequality in 2020,  65 years and over,,1445
Low income and income inequality in 2020,"Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",,5.4
Low income and income inequality in 2020,  0 to 17 years (%),,6.2
Low income and income inequality in 2020,    0 to 5 years (%),,6.3
Low income and income inequality in 2020,  18 to 64 years (%),,4.6
Low income and income inequality in 2020,  65 years and over (%),,7.6
Low income and income inequality in 2020,Total - LICO low-income status in 2020 for the population in private households to whom the low-income concept is applicable - 100% data,33,136665
Low income and income inequality in 2020,  0 to 17 years,,32360
Low income and income inequality in 2020,    0 to 5 years,,9065
Low income and income inequality in 2020,  18 to 64 years,,85220
Low income and income inequality in 2020,  65 years and over,,19080
Low income and income inequality in 2020,"In low income based on the Low-income cut-offs, after tax (LICO-AT)",,2975
Low income and income inequality in 2020,  0 to 17 years,,690
Low income and income inequality in 2020,    0 to 5 years,,185
Low income and income inequality in 2020,  18 to 64 years,,2005
Low income and income inequality in 2020,  65 years and over,,275
Low income and income inequality in 2020,"Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",,2.2
Low income and income inequality in 2020,  0 to 17 years (%),,2.1
Low income and income inequality in 2020,    0 to 5 years (%),,2
Low income and income inequality in 2020,  18 to 64 years (%),,2.4
Low income and income inequality in 2020,  65 years and over (%),,1.5
Low income and income inequality in 2020,Total - Adjusted after-tax economic family income decile group for the population in private households - 100% data,34,136665
Low income and income inequality in 2020,  In bottom half of the distribution,,44845
Low income and income inequality in 2020,    In bottom decile,,6560
Low income and income inequality in 2020,    In second decile,,7610
Low income and income inequality in 2020,    In third decile,,8895
Low income and income inequality in 2020,    In fourth decile,,9900
Low income and income inequality in 2020,    In fifth decile,,11885
Low income and income inequality in 2020,  In top half of the distribution,,91820
Low income and income inequality in 2020,    In sixth decile,,13690
Low income and income inequality in 2020,    In seventh decile,,15500
Low income and income inequality in 2020,    In eighth decile,,18370
Low income and income inequality in 2020,    In ninth decile,,21855
Low income and income inequality in 2020,    In top decile,,22400
Low income and income inequality in 2020,Total - Inequality measures for the population in private households - 100% data,35,136665
Low income and income inequality in 2020,  Gini index on adjusted household total income,,0.306
Low income and income inequality in 2020,  Gini index on adjusted household market income,,0.392
Low income and income inequality in 2020,  Gini index on adjusted household after-tax income,,0.264
Low income and income inequality in 2020,  P90/P10 ratio on adjusted household after-tax income,,3.4
Knowledge of official languages,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,36,137135
Knowledge of official languages,  English only,,123965
Knowledge of official languages,  French only,,110
Knowledge of official languages,  English and French,,11425
Knowledge of official languages,  Neither English nor French,,1635
First official language spoken,Total - First official language spoken for the total population excluding institutional residents - 100% data,37,137135
First official language spoken,  English,,133040
First official language spoken,  French,,1865
First official language spoken,  English and French,,650
First official language spoken,  Neither English nor French,,1575
Mother tongue,Total - Mother tongue for the total population excluding institutional residents - 100% data,38,137135
Mother tongue,  Single responses,,131270
Mother tongue,    Official languages,,105280
Mother tongue,      English,,103470
Mother tongue,      French,,1810
Mother tongue,    Non-official languages,,25990
Mother tongue,      Indigenous languages,39,0
Mother tongue,        Algonquian languages,,0
Mother tongue,          Blackfoot,,0
Mother tongue,          Cree-Innu languages,,0
Mother tongue,            Atikamekw,,0
Mother tongue,            Cree languages,,0
Mother tongue,              Ililimowin (Moose Cree),,0
Mother tongue,              Inu Ayimun (Southern East Cree),,0
Mother tongue,              Iyiyiw-Ayimiwin (Northern East Cree),,0
Mother tongue,              Nehinawewin (Swampy Cree),,0
Mother tongue,              Nehiyawewin (Plains Cree),,0
Mother tongue,              Nihithawiwin (Woods Cree),,0
Mother tongue,"              Cree, n.o.s.",,0
Mother tongue,            Innu (Montagnais),,0
Mother tongue,            Naskapi,,0
Mother tongue,          Eastern Algonquian languages,,0
Mother tongue,            Mi'kmaq,,0
Mother tongue,            Wolastoqewi (Malecite),,0
Mother tongue,          Ojibway-Potawatomi languages,,0
Mother tongue,            Anicinabemowin (Algonquin),,0
Mother tongue,            Oji-Cree,,0
Mother tongue,            Ojibway languages,,0
Mother tongue,              Anishinaabemowin (Chippewa),,0
Mother tongue,              Daawaamwin (Odawa),,0
Mother tongue,              Saulteau (Western Ojibway),,0
Mother tongue,"              Ojibway, n.o.s.",,0
Mother tongue,"          Algonquian languages, n.i.e.",,0
Mother tongue,        Athabaskan languages,,0
Mother tongue,          Northern Athabaskan languages,,0
Mother tongue,            Dakelh (Carrier),,0
Mother tongue,            Dane-zaa (Beaver),,0
Mother tongue,"            Dene, n.o.s.",,0
Mother tongue,            Gwich'in,,0
Mother tongue,            Slavey-Hare languages,,0
Mother tongue,              Deh Gah Ghotie Zhatie (South Slavey),,0
Mother tongue,              Satuotine Yati (North Slavey),,0
Mother tongue,"              Slavey, n.o.s.",,0
Mother tongue,            Tahltan languages,,0
Mother tongue,              Kaska (Nahani),,0
Mother tongue,              Tahltan,,0
Mother tongue,            Tlicho (Dogrib),,0
Mother tongue,            Tse'khene (Sekani),,0
Mother tongue,            Tsilhqot'in (Chilcotin),,0
Mother tongue,            Tsuu T'ina (Sarsi),,0
Mother tongue,            Tutchone languages,,0
Mother tongue,              Northern Tutchone,,0
Mother tongue,              Southern Tutchone,,0
Mother tongue,"              Tutchone, n.o.s.",,0
Mother tongue,            Wetsuwet'en-Babine,,0
Mother tongue,          Tlingit,,0
Mother tongue,"          Athabaskan languages, n.i.e.",,0
Mother tongue,        Haida,,0
Mother tongue,        Inuktut (Inuit) languages,,0
Mother tongue,          Inuinnaqtun (Inuvialuktun),,0
Mother tongue,            Inuinnaqtun,,0
Mother tongue,            Inuvialuktun,,0
Mother tongue,          Inuktitut,,0
Mother tongue,"          Inuktut (Inuit) languages, n.i.e.",,0
Mother tongue,        Iroquoian languages,,0
Mother tongue,          Cayuga,,0
Mother tongue,          Mohawk,,0
Mother tongue,          Oneida,,0
Mother tongue,"          Iroquoian languages, n.i.e.",,0
Mother tongue,        Ktunaxa (Kutenai),,0
Mother tongue,        Michif,,0
Mother tongue,        Salish languages,,0
Mother tongue,          Halkomelem,,0
Mother tongue,          Lillooet,,0
Mother tongue,          Ntlakapamux (Thompson),,0
Mother tongue,          Secwepemctsin (Shuswap),,0
Mother tongue,          Squamish,,0
Mother tongue,          Straits,,0
Mother tongue,          Syilx (Okanagan),,0
Mother tongue,"          Salish languages, n.i.e.",,0
Mother tongue,        Siouan languages,,0
Mother tongue,          Assiniboine,,0
Mother tongue,          Dakota,,0
Mother tongue,          Stoney,,0
Mother tongue,"          Siouan languages, n.i.e.",,0
Mother tongue,        Tsimshian languages,,0
Mother tongue,          Gitxsan (Gitksan),,0
Mother tongue,          Nisga'a,,0
Mother tongue,          Tsimshian,,0
Mother tongue,        Wakashan languages,,0
Mother tongue,          Haisla,,0
Mother tongue,          Heiltsuk,,0
Mother tongue,          Kwak'wala (Kwakiutl),,0
Mother tongue,          Nuu-chah-nulth (Nootka),,0
Mother tongue,"          Wakashan languages, n.i.e.",,0
Mother tongue,"        Indigenous languages, n.i.e.",,0
Mother tongue,"        Indigenous languages, n.o.s.",,0
Mother tongue,      Non-Indigenous languages,,25990
